global_step,row_idx,task_text,traj_uid,step_idx,prompt_step_number,stage,current_observation,action_cmd,action_arg,action_text,is_action_valid,raw_reward,episode_reward,episode_length,value_pred_before_update,value_target_gae_return,value_error_before_update,gigpo_step_reward,policy_advantage_mean,policy_return_mean,token_score_sum,token_reward_sum,prompt_length,response_length,response_clipped
251,0,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",3c048c9f-605a-4b22-8a7c-0865bf65072a,1,2,search_results,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09CQ45ZRB' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] '$15.9' [SEP] 'B09LHM4WQS' [SEP] 'Lift Top Coffee Tables for Living Room Coffee Table with Storage, Lift Cable Coffee Table, Dining Table with Hidden Storage Compartment Chestnut' [SEP] '$82.99' [SEP] 'B0854JTZMT' [SEP] 'BAYCHEER Tiffany Style Stained Glass Bowl Shade Pendant Light Chandelier Decorative Hanging Lamp Pendant Lighting Adjustable Ceiling Fixture with Pull Chain 3 Lights for Living Room Dining Room' [SEP] '$169.99' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33.98' [SEP] 'B089KGBJGW' [SEP] 'ZINUS 10 Inch Cooling Copper ADAPTIVE Pocket Spring Hybrid Mattress / Moisture Wicking Cover / Cooling Foam / Pocket Innersprings for Motion Isolation / Mattress-in-a-Box, Full' [SEP] '$289.0' [SEP] 'B094QQ7X9T' [SEP] 'YyuX-qff Retro Decorative Mirror, Creativity Polygon Wall-Mounted Mirror Coffee Shop Library High Definition Full-Length Mirror Handmade Bathroom Mirrors (Size : 5050CM)' [SEP] '$196.03' [SEP] 'B082KBN23S' [SEP] 'WYSTAO Decorative Mirror Modern Minimalist Living Room Metal Mirror Wall Hanging Hall Pendant Iron Golden Soft Decoration 40/50/60/70cm (Size : 70x70cm/27.6x27.6in)' [SEP] '$100.0' [SEP] 'B0943TLW3L' [SEP] 'Artificial Areca Palm Tree-Faux Tropical Fake Plant - Floor Dypsis Lutescens Silk Plants in Pot - 5 Ft Tall Fake Tree for Home Decor - Living Room, Patio, Office Indoor/Outdoor, K160' [SEP] '$99.99' [SEP] 'B07XTK3P89' [SEP] 'Lunarable Oriental Storage Toy Bag Chair, Eastern Bohem Detail Ottoman Tile Work Inspired Flowers, Stuffed Animal Organizer Washable Bag, Small Size, Turquoise Marigold' [SEP] '$39.99' [SEP] 'B09GBF12CY' [SEP] 'Corner Floor Lamp, Smart RBG Floor Lamp with App Control, Timer, Magiacous Music Sync Modern Floor Lamp, Full Spectrum Color Changing Standing Lamp, for Living Room, Bedroom, Game, Party，Reading' [SEP] '$69.99'.",click,b09cq45zrb,click[b09cq45zrb],True,0,0.0,5.0,3.9375,1.6602444648742676,2.2772555351257324,0.0,0.0,0.0,0.0,0.0,1189,90,0
251,1,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",3c048c9f-605a-4b22-8a7c-0865bf65072a,4,5,product_detail,"'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '15.7x23.6in+15.7x47.2in' [SEP] '19.7x31.5in+19.7x47.2in' [SEP] '19.7x31.5in+19.7x63in' [SEP] '20x24in+20x48in' [SEP] '23.6x35.4in+23.6x70.9in' [SEP] 'color' [SEP] 'cargoo5209' [SEP] 'christmas-005goo7317' [SEP] 'christmas-010goo9911' [SEP] 'christmasgoo1729' [SEP] 'christmasgoo3302' [SEP] 'christmasgoo3848' [SEP] 'christmasgoo6658' [SEP] 'easter3540lgoo6518' [SEP] 'eastergoo0555' [SEP] 'luckygoo4356' [SEP] 'luckygoo4796' [SEP] 'rabbit3555lgoo1957' [SEP] 'snowmangoo0240' [SEP] 'spt-026goo3844' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] 'Price: $15.9' [SEP] 'Rating: N.A.' [SEP] 'Description' [SEP] 'Features' [SEP] 'Reviews' [SEP] 'Buy Now'.",click,buy now,click[buy now],True,0.0,0.0,5.0,6.71875,0.0,6.71875,0.0,0.0,0.0,0.0,0.0,1938,512,1
251,2,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",bc54a45f-c13e-4c56-a809-bedd5fa86083,0,1,other,'Search'.,search,"living room, christmasgoo3302, 19.7x31.5in+19.7x63in, size: 19.7x31.5in+19.7x63in, color: christmasgoo3302, size: 19.7x31.5in+19.7x63in, price: $50.00 below","search[living room, christmasgoo3302, 19.7x31.5in+19.7x63in, size: 19.7x31.5in+19.7x63in, color: christmasgoo3302, size: 19.7x31.5in+19.7x63in, price: $50.00 below]",True,0,0.0,5.0,3.171875,1.6981409788131714,1.4737340211868286,0.0,0.0,0.0,0.0,0.0,223,177,0
251,3,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",bc54a45f-c13e-4c56-a809-bedd5fa86083,1,2,search_results,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09CQ45ZRB' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] '$15.9' [SEP] 'B09LHM4WQS' [SEP] 'Lift Top Coffee Tables for Living Room Coffee Table with Storage, Lift Cable Coffee Table, Dining Table with Hidden Storage Compartment Chestnut' [SEP] '$82.99' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33.98' [SEP] 'B089KGBJGW' [SEP] 'ZINUS 10 Inch Cooling Copper ADAPTIVE Pocket Spring Hybrid Mattress / Moisture Wicking Cover / Cooling Foam / Pocket Innersprings for Motion Isolation / Mattress-in-a-Box, Full' [SEP] '$289.0' [SEP] 'B0943TLW3L' [SEP] 'Artificial Areca Palm Tree-Faux Tropical Fake Plant - Floor Dypsis Lutescens Silk Plants in Pot - 5 Ft Tall Fake Tree for Home Decor - Living Room, Patio, Office Indoor/Outdoor, K160' [SEP] '$99.99' [SEP] 'B00ITCBD3Y' [SEP] 'Laredo Womens Spellbound Studded Square Toe Dress Boots Mid Calf Low Heel 1-2"" - Black' [SEP] '$132.0 to $150.26' [SEP] 'B09LCM3NKN' [SEP] 'Sheer Window Curtain Panels Cute Snowman Red Scarf Winter Snowflake,Semi Sheer Window Covering Privacy Drapes 2 Panel Sets Farm Vintage Board Green Grid Window Treatment for Kitchen/Living Room' [SEP] '$44.05' [SEP] 'B09S6S7LG1' [SEP] 'TV Stand for 70 Inch TV Entertainment Center Stand TV Stand with Storage for TV Console Cabinet Media Cable Box Gaming 70 inch TV Stands for Bedroom Living Room' [SEP] '$169.99' [SEP] 'B09C8FZ9YS' [SEP] 'ZZF Bookshelf Sling Bookshelf Small Volume 3 Layers Desktop Bookcase Double Drawer Storage Box Creative Preservative Wood,4 Colors, 2 Styles (Color : A-a, Size : 60X17X48CM)' [SEP] '$204.72' [SEP] 'B08CHHHB46' [SEP] 'Sunflower Wall Art Painting Decor- Yellow Floral Flower Canvas Picture Black and White Posters Prints Nature Bee Rustic Farmhouse Artwork Living Room Bathroom Kitchen Decoration unframed 12x16 inch' [SEP] '$12.99'.",click,b09cq45zrb,click[b09cq45zrb],True,0,0.0,5.0,2.90625,1.6632132530212402,1.2430367469787598,0.0,0.0,0.0,0.0,0.0,1200,512,1
251,4,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",074d65ca-f38f-4d90-b724-ab5d718b2397,0,1,other,'Search'.,search,"christmasgoo3302, 19.7x31.5in+19.7x63in, size, christmasgoo3302, color, christmasgoo3302","search[christmasgoo3302, 19.7x31.5in+19.7x63in, size, christmasgoo3302, color, christmasgoo3302]",True,0,0.0,5.0,3.171875,1.6817325353622437,1.4901424646377563,0.0,0.0,0.0,0.0,0.0,223,512,1
251,5,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",074d65ca-f38f-4d90-b724-ab5d718b2397,1,2,search_results,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09CQ45ZRB' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] '$15.9' [SEP] 'B09Q8RD8YN' [SEP] 'Bungo Stray Anime Dogs Anime Character, Long Sleeve, Sweatshirt, Hoodie, T shirt' [SEP] '$19.99' [SEP] 'B09S3TWKSC' [SEP] 'Womens Summer Sandals Casual Bohemia Gladiator Wedge Shoes Outdoor Loafers Open Toe Sandals Buckle Sandals Hollow Out Shoes' [SEP] '$6.99' [SEP] 'B095SX6366' [SEP] 'WYTong Women Dress Summer V Neck Swing Dress Fashion Solid Color Tie the knot Short sleeves Leisure Dress' [SEP] '$9.99 to $11.99' [SEP] 'B00IB6AW4Y' [SEP] 'CTS AIR PLANTS Assorted Tillandsia Air Plants 6 Pack' [SEP] '$19.95' [SEP] 'B09RPRRNVP' [SEP] 'ZSWWang Slip On Sneakers Flats Shoes for Women Walking Sock Shoes Lightweight Breathable Mesh Knit Yoga Sneakers Fashion Casual Comfortable Platform Wedge Work Outdoor Walking Sports Shoes' [SEP] '$15.99' [SEP] 'B09B7ZKMVY' [SEP] 'Trupedic x Mozaic - 10 inch Queen Size Standard Futon Mattress (Frame Not Included) | Basic Midnight Black | Great for Kid's Rooms or Guest Areas - Many Color Options' [SEP] '$272.1' [SEP] 'B09S6LZYHQ' [SEP] 'One Piece Swimsuit for Women Halter Cut Out Bathing Suit Sexy Criss Cross Swimwear Backless Tie Dye Monokini Beachwear' [SEP] '$14.99' [SEP] 'B0861GWJV2' [SEP] 'Meijunter Islamic Women Swimwear Burkini Muslim Hijab Swimsuit Modest Swim Surf Wear Sun Protection Swimming 3 Pieces Suit' [SEP] '$100.0' [SEP] 'B09PYR413Y' [SEP] 'Artificial Plant Lifelike Fake Plants, Artificial Hanging Plants Fake Fern Plant, Wall Decoration for Indoor Outdoor, Home Store Decor Centerpiece (Color : Persian Grass Leaf Fern, Size : Large)' [SEP] '$113.71'.",click,b09cq45zrb,click[b09cq45zrb],True,0,0.0,5.0,2.859375,1.6492304801940918,1.2101445198059082,0.0,0.0,0.0,0.0,0.0,1058,512,1
251,6,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",aa799c7a-e5c4-492c-a762-d1e404218074,4,5,product_detail,"'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '15.7x23.6in+15.7x47.2in' [SEP] '19.7x31.5in+19.7x47.2in' [SEP] '19.7x31.5in+19.7x63in' [SEP] '20x24in+20x48in' [SEP] '23.6x35.4in+23.6x70.9in' [SEP] 'color' [SEP] 'cargoo5209' [SEP] 'christmas-005goo7317' [SEP] 'christmas-010goo9911' [SEP] 'christmasgoo1729' [SEP] 'christmasgoo3302' [SEP] 'christmasgoo3848' [SEP] 'christmasgoo6658' [SEP] 'easter3540lgoo6518' [SEP] 'eastergoo0555' [SEP] 'luckygoo4356' [SEP] 'luckygoo4796' [SEP] 'rabbit3555lgoo1957' [SEP] 'snowmangoo0240' [SEP] 'spt-026goo3844' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] 'Price: $15.9' [SEP] 'Rating: N.A.' [SEP] 'Description' [SEP] 'Features' [SEP] 'Reviews' [SEP] 'Buy Now'.",click,buy now,click[buy now],True,0.0,0.0,5.0,6.71875,0.0,6.71875,0.0,0.0,0.0,0.0,0.0,1938,81,0
251,7,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",5756f039-aba0-4c39-90e8-cac8bd350b45,0,1,other,'Search'.,search,"living room, christmasgoo3302, 19.7x31.5in+19.7x63in, size, price: $50.00 below","search[living room, christmasgoo3302, 19.7x31.5in+19.7x63in, size, price: $50.00 below]",True,0,0.0,5.0,3.171875,1.720285177230835,1.451589822769165,0.0,0.0,0.0,0.0,0.0,223,201,0
251,8,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",447e404f-a975-4303-9037-9faa3b1b2050,1,2,product_detail,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B09CQ45ZRB' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] '$15.9' [SEP] 'B09FK6LQ59' [SEP] 'Christmastime Treasures - 1 LB Resealable Bag - Christmas Themed Sprinkle Mix - Features Snowflake Quins, Santa Boot Quins, Red, Silver, and Green Pearls and More - Ice Cream and Cake Sprinkles' [SEP] '$14.99' [SEP] 'B09P147DN2' [SEP] 'Erwazi Android 6.0 Tablet, 7Inch Duad Core Tablet PC 1GB + 8GB Dual Camera WiFi Blue-Tooth Tablet Best for Childrens 2022 New Years Gift Boys Girls School Learning Birthday Gift (Green)' [SEP] '$36.99' [SEP] 'B09DG3YTHY' [SEP] 'Gogobebe Teal Green and Brown Flannel Fleece Throw Blanket for Sofa Couch Bed Retro Rustic Wood Grain Soft Cozy Lightweight Blanket for Adults/Kids 39x49inch' [SEP] '$31.39' [SEP] 'B08L9SFBXV' [SEP] 'Fun Costumes Peppermint Candy Ugly Christmas Sweater' [SEP] '$39.99' [SEP] 'B08NPQT5TW' [SEP] 'Cabilock Metal Vanity Tray Rectangle Decorative Tray Jewelry Tray Trinket Ring Dish Black Food Serving Plate for Bathroom Kitchen Counter Dresser 22x9.5x2cm' [SEP] '$13.99' [SEP] 'B09DYFZM1X' [SEP] 'Sykting Christmas Pillow Covers 18x18 Inch with Raised Embroidery Snowflakes Neutral Boho Throw Pillow Covers Decorative for Winter Holiday Grey Pack of 2' [SEP] '$19.99' [SEP] 'B09PVNLVRW' [SEP] 'Women's V-Neck Rompers Printed Jumpsuit Long Sleeve Homewear Butt Flap Pajamas One-Piece Onesies Nightwear Sexy Bodysuit' [SEP] '$17.4 to $28.67' [SEP] 'B0912H5LHP' [SEP] '150W Car Power Inverter Converter Plug Adapter w/ Dual USB Adapter Outlet Charger Car Adapter Car Travel Camping Outdoor Activity Necessity Suitable for Laptop Phone Camera DC 12V to 110V AC Inverter' [SEP] '$10.99' [SEP] 'B09J95S478' [SEP] 'My Sanity Question Giraffe Christmas Pattern Black Ugly Wool Christmas Sweater Pullover Long Sleeve Sweater for Men Women, Couple Matching, Friends' [SEP] '$39.99'.",click,b09cq45zrb,click[b09cq45zrb],True,0,0.0,5.0,3.1875,1.7683219909667969,1.4191780090332031,0.0,0.0,0.0,0.0,0.0,1171,263,0
251,9,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",447e404f-a975-4303-9037-9faa3b1b2050,3,4,product_detail,"'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '15.7x23.6in+15.7x47.2in' [SEP] '19.7x31.5in+19.7x47.2in' [SEP] '19.7x31.5in+19.7x63in' [SEP] '20x24in+20x48in' [SEP] '23.6x35.4in+23.6x70.9in' [SEP] 'color' [SEP] 'cargoo5209' [SEP] 'christmas-005goo7317' [SEP] 'christmas-010goo9911' [SEP] 'christmasgoo1729' [SEP] 'christmasgoo3302' [SEP] 'christmasgoo3848' [SEP] 'christmasgoo6658' [SEP] 'easter3540lgoo6518' [SEP] 'eastergoo0555' [SEP] 'luckygoo4356' [SEP] 'luckygoo4796' [SEP] 'rabbit3555lgoo1957' [SEP] 'snowmangoo0240' [SEP] 'spt-026goo3844' [SEP] 'Merry Christmas Kitchen Mat 2 PCS Cushioned Anti Fatigue Kitchen Runner Rugs Truck with Xmas Tree Red and Black Buffalo Plaid Comfort Standing Desk Mat for Office Floor Mat 19.7""x31.5""+19.7""x47.2""' [SEP] 'Price: $15.9' [SEP] 'Rating: N.A.' [SEP] 'Description' [SEP] 'Features' [SEP] 'Reviews' [SEP] 'Buy Now'.",click,19.7x31.5in+19.7x63in,click[19.7x31.5in+19.7x63in],True,0.0,0.0,5.0,7.65625,0.6382813453674316,7.017968654632568,0.0,0.0,0.0,0.0,0.0,2201,512,1
